PLANTAORIGEN_Pesqueria,D_CLIENTE,PESO_NETO,ESTADO,CIUDAD,TIPOTRANSPORTE,target
0,137,0,14,61,5,5
0,28,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,199,24030,22,53,7,50
0,199,32300,22,53,5,35
0,196,16010,17,51,5,50
0,269,35770,5,52,5,3
0,209,35100,18,60,5,3
0,209,35100,18,60,5,3
0,235,35100,18,60,5,3
0,235,35100,18,60,5,3
0,245,21420,14,13,7,54
0,137,39730,14,61,7,54
0,196,21620,14,3,7,54
0,72,39610,14,49,7,54
0,137,39730,14,61,7,54
0,196,39350,14,3,7,54
0,196,21430,14,3,7,54
0,107,22460,14,23,7,54
0,36,34680,14,13,7,54
0,227,36960,14,42,7,54
0,137,39280,14,61,7,54
0,266,21440,14,3,7,54
0,137,38030,14,61,7,54
0,137,39160,14,61,7,54
0,101,38960,14,24,7,54
0,106,18190,14,23,7,54
0,229,33470,14,23,7,54
0,266,21350,14,3,7,54
0,72,39630,14,49,7,54
0,78,21340,14,3,7,54
0,137,20570,14,61,7,54
0,260,29050,14,61,12,22
0,260,19760,14,61,12,22
0,260,27980,14,61,12,22
0,260,28880,14,61,12,22
0,260,20210,14,61,12,22
0,260,26250,14,61,12,22
0,260,29950,14,61,12,22
0,260,23960,14,61,12,22
0,260,24160,14,61,12,22
0,260,27400,14,61,12,22
0,260,28590,14,61,12,22
0,260,27990,14,61,12,22
0,260,28640,14,61,12,22
0,260,27930,14,61,12,22
0,72,0,14,49,11,39
0,72,0,14,49,11,39
0,72,0,14,49,11,39
0,227,0,14,42,11,39
0,72,0,14,49,11,39
0,137,0,14,61,11,39
0,72,0,14,49,11,39
0,227,0,14,42,11,39
0,137,0,14,61,11,39
0,227,0,14,42,11,39
0,72,0,14,49,11,39
0,227,0,14,42,11,39
0,72,0,14,49,11,39
0,137,33590,14,61,6,50
0,227,35560,14,42,6,50
0,5,34630,14,61,6,50
0,137,37580,14,61,6,50
0,229,21390,14,23,6,50
0,227,36910,14,42,6,50
0,137,21640,14,61,6,50
0,233,29300,14,23,6,50
0,107,35170,14,23,6,50
0,107,35170,14,23,6,50
0,229,35120,14,23,6,50
0,227,36630,14,42,6,50
0,266,21420,14,3,6,50
0,205,29480,2,9,7,56
0,139,34930,5,52,7,35
0,139,34930,5,52,7,35
0,99,31390,22,45,7,35
0,199,22010,22,53,7,35
0,99,35890,22,45,7,35
0,99,35890,22,45,7,35
0,99,35890,22,45,7,35
0,99,35890,22,45,7,35
0,99,35890,22,45,7,35
0,99,35890,22,45,7,35
0,99,35710,22,45,7,35
0,99,29870,22,45,7,35
0,99,18350,22,45,7,35
0,15,19170,5,20,7,35
0,99,15780,22,45,7,35
0,99,15780,22,45,7,35
0,99,15780,22,45,7,35
0,99,33380,22,45,7,35
0,99,33380,22,45,7,35
0,99,33380,22,45,7,35
0,99,33380,22,45,7,35
0,99,34930,22,45,7,35
0,99,34930,22,45,7,35
0,99,34170,22,45,7,35
0,99,34170,22,45,7,35
0,99,34170,22,45,7,35
0,99,34170,22,45,7,35
0,56,22400,5,41,7,35
0,72,20990,14,49,5,25
0,123,36760,14,13,5,45
0,103,20650,14,3,7,45
0,28,36510,14,61,7,45
0,227,36100,14,42,7,45
0,120,13430,14,49,7,45
0,84,39000,14,23,7,45
0,84,21250,14,23,7,45
0,227,31630,14,42,7,45
0,227,38630,14,42,7,45
0,137,20220,14,61,7,45
0,72,38190,14,49,7,45
0,84,20770,14,13,7,45
0,137,37870,14,61,5,57
0,227,34680,14,42,5,57
0,200,28580,14,13,5,57
0,43,20900,14,61,5,57
0,227,39210,14,42,5,57
0,227,30370,14,42,5,57
0,227,21560,14,42,5,57
0,227,39770,14,42,5,57
0,84,21410,14,13,5,57
0,266,18030,14,3,5,57
0,227,35800,14,42,5,57
0,137,29570,14,61,5,57
0,266,21460,14,3,5,57
0,69,38700,14,3,5,57
0,36,39050,14,13,5,57
0,36,28670,14,13,5,57
0,137,0,14,61,6,44
0,72,0,14,49,6,44
0,137,0,14,61,6,44
0,137,38400,14,61,6,44
0,72,0,14,49,6,44
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,137,38960,14,61,6,44
0,227,37770,14,42,6,44
0,137,0,14,61,6,44
0,137,0,14,61,6,44
0,137,0,14,61,6,44
0,28,32100,14,61,6,44
0,72,33130,14,49,6,44
0,227,0,14,42,6,44
0,27,0,14,42,6,44
0,137,0,14,61,6,44
0,137,0,14,61,6,44
0,227,0,14,42,6,44
0,72,0,14,49,6,44
0,72,0,14,49,6,44
0,72,38060,14,49,7,57
0,227,37830,14,42,7,57
0,63,14200,14,3,7,57
0,63,14200,14,3,7,57
0,36,33330,14,13,7,57
0,227,39000,14,42,7,57
0,227,38790,14,42,7,57
0,69,35320,14,3,7,57
0,227,35740,14,42,7,57
0,202,37160,14,23,7,57
0,69,18100,14,3,7,57
0,246,30910,14,3,7,57
0,268,20980,14,3,7,57
0,132,35060,14,61,7,57
0,227,38980,14,42,7,57
0,227,34540,14,42,7,57
0,77,33840,14,3,7,57
0,17,15600,14,61,5,54
0,17,15600,14,61,5,54
0,245,17040,14,13,5,54
0,72,35720,14,49,5,54
0,118,38910,14,23,5,54
0,84,38780,14,23,5,54
0,140,38350,14,3,5,54
0,227,20930,14,42,5,54
0,137,21200,14,61,5,54
0,121,35150,14,23,5,54
0,196,20560,14,3,5,54
0,245,17480,14,13,5,54
0,266,21410,14,3,5,54
0,202,38890,14,23,5,54
0,28,35840,14,61,5,54
0,266,21790,14,3,5,54
0,227,38270,14,42,5,54
0,36,32560,14,13,5,54
0,266,21270,14,3,5,54
0,176,21250,14,3,5,54
0,84,21550,14,23,5,54
0,72,37320,14,49,5,54
0,227,26270,14,42,5,32
0,229,20970,14,23,5,32
0,30,35040,14,3,5,32
0,28,39100,14,61,5,32
0,72,36060,14,49,5,32
0,202,34640,14,23,5,32
0,227,28890,14,42,5,32
0,43,37330,14,61,5,32
0,28,31110,14,61,5,32
0,44,34960,14,3,5,32
0,229,21620,14,23,5,32
0,36,29190,14,13,5,32
0,227,20070,14,42,5,32
0,137,36840,14,61,5,32
0,202,39550,14,23,5,32
0,227,37550,14,42,5,32
0,63,37990,14,3,5,32
0,84,21500,14,13,5,32
0,36,37520,14,13,5,32
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,99,17430,22,45,9,50
0,273,26420,5,56,9,50
0,99,27220,22,45,9,50
0,99,27220,22,45,9,50
0,99,27220,22,45,9,50
0,99,27220,22,45,9,50
0,199,30880,22,53,9,50
0,199,14330,22,53,9,50
0,199,14330,22,53,9,50
0,99,28030,22,45,9,50
0,99,28030,22,45,9,50
0,99,28030,22,45,9,50
0,99,26580,22,45,9,50
0,99,26580,22,45,9,50
0,99,26580,22,45,9,50
0,99,33470,22,45,9,50
0,99,33470,22,45,9,50
0,99,33470,22,45,9,50
0,99,33470,22,45,9,50
0,99,33470,22,45,9,50
0,139,29720,5,52,9,50
0,99,31870,22,45,9,50
0,99,31870,22,45,9,50
0,199,32300,22,53,9,50
0,199,32300,22,53,9,50
0,139,34190,5,52,9,50
0,139,34190,5,52,9,50
0,122,21020,22,36,9,50
0,99,35100,22,45,9,50
0,99,35100,22,45,9,50
0,99,35100,22,45,9,50
0,122,20000,22,36,9,50
0,199,20480,22,53,9,50
0,199,20480,22,53,9,50
0,99,32260,22,45,9,50
0,99,32260,22,45,9,50
0,99,32260,22,45,9,50
0,199,29270,22,53,9,50
0,99,33940,22,45,9,50
0,99,33940,22,45,9,50
0,139,16060,5,52,9,50
0,112,30570,22,53,9,50
0,99,35220,22,45,9,50
0,37,36410,5,52,5,34
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,62,24470,14,3,5,45
0,123,19770,14,13,5,45
0,62,14260,14,3,5,45
0,62,14260,14,3,5,45
0,62,14260,14,3,5,45
0,62,14260,14,3,5,45
0,62,14260,14,3,5,45
0,62,14260,14,3,5,45
0,124,29050,14,13,5,45
0,123,29050,14,13,5,45
0,123,20090,14,13,5,45
0,36,19650,14,13,5,45
0,62,34950,14,3,5,45
0,62,34950,14,3,5,45
0,123,36030,14,13,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,62,23060,14,3,5,45
0,63,26490,14,3,5,45
0,63,26490,14,3,5,45
0,62,13410,14,3,5,45
0,62,13410,14,3,5,45
0,62,13410,14,3,5,45
0,62,13410,14,3,5,45
0,62,13410,14,3,5,45
0,62,13410,14,3,5,45
0,62,13410,14,3,5,45
0,62,13410,14,3,5,45
0,62,6340,14,3,5,45
0,62,6340,14,3,5,45
0,62,6340,14,3,5,45
0,62,6340,14,3,5,45
0,62,6340,14,3,5,45
0,62,6340,14,3,5,45
0,62,6340,14,3,5,45
0,246,34060,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,62,15720,14,3,5,45
0,215,16580,14,23,5,45
0,215,16580,14,23,5,45
0,215,16580,14,23,5,45
0,215,31540,14,23,5,45
0,215,31540,14,23,5,45
0,215,31540,14,23,5,45
0,215,31540,14,23,5,45
0,215,31540,14,23,5,45
0,123,19400,14,13,5,45
0,97,30520,14,8,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,26530,14,3,5,45
0,62,12970,14,3,5,45
0,62,12970,14,3,5,45
0,62,12970,14,3,5,45
0,62,12970,14,3,5,45
0,62,12970,14,3,5,45
0,62,12970,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,62,22690,14,3,5,45
0,200,32660,14,13,5,45
0,246,23390,14,3,5,45
0,246,23390,14,3,5,45
0,123,19370,14,13,5,45
0,63,26120,14,3,5,45
0,246,31250,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,31400,14,3,5,45
0,62,15330,14,3,5,45
0,62,15330,14,3,5,45
0,62,15330,14,3,5,45
0,62,15330,14,3,5,45
0,62,15330,14,3,5,45
0,62,15330,14,3,5,45
0,62,15330,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,29040,14,3,5,45
0,62,16960,14,3,5,45
0,62,16960,14,3,5,45
0,62,16960,14,3,5,45
0,62,16960,14,3,5,45
0,62,16960,14,3,5,45
0,62,16960,14,3,5,45
0,62,16960,14,3,5,45
0,200,23280,14,13,5,45
0,245,21250,14,13,5,45
0,63,25280,14,3,5,45
0,123,19650,14,13,5,45
0,62,15480,14,3,5,45
0,62,15480,14,3,5,45
0,62,15480,14,3,5,45
0,62,15480,14,3,5,45
0,62,15480,14,3,5,45
0,62,15480,14,3,5,45
0,62,15480,14,3,5,45
0,123,33000,14,13,5,45
0,123,33000,14,13,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,62,30030,14,3,5,45
0,41,16530,14,55,5,45
0,123,31160,14,13,5,45
0,123,35270,14,13,5,45
0,123,35270,14,13,5,45
0,137,39100,14,61,5,45
0,28,33410,14,61,5,45
0,72,39650,14,49,5,45
0,227,38920,14,42,5,45
0,266,21000,14,3,5,54
0,227,35850,14,42,6,50
0,227,34450,14,42,6,50
0,137,36530,14,61,6,50
0,72,34820,14,49,6,50
0,137,21270,14,61,6,50
0,137,21210,14,61,6,50
0,69,21160,14,3,6,50
0,227,20170,14,42,6,50
0,28,34470,14,61,6,50
0,96,21430,14,3,6,50
0,96,21550,14,3,6,50
0,137,21240,14,61,6,50
0,69,19360,14,3,6,50
0,137,21220,14,61,6,50
0,227,35720,14,42,6,50
0,28,30100,14,61,6,50
0,84,21100,14,23,6,50
0,137,21300,14,61,6,50
0,227,33950,14,42,6,50
0,72,35730,14,49,6,50
0,36,30820,14,13,6,50
0,229,35160,14,23,6,50
0,196,19430,14,3,6,50
0,69,21680,14,3,6,50
0,217,27840,10,25,9,33
0,29,10650,7,15,5,33
0,142,14050,7,29,5,33
0,109,26190,7,15,7,33
0,221,31750,11,69,5,33
0,33,19790,18,60,5,33
0,67,27900,7,16,5,33
0,227,38940,14,42,5,31
0,41,26450,14,55,5,31
0,41,26450,14,55,5,31
0,41,26450,14,55,5,31
0,41,26450,14,55,5,31
0,227,35010,14,42,5,31
0,69,33040,14,3,5,31
0,227,36940,14,42,5,31
0,36,33080,14,13,5,31
0,227,39750,14,42,5,31
0,72,37030,14,49,7,45
0,36,30490,14,13,7,45
0,196,39030,14,3,7,45
0,227,39600,14,42,7,45
0,137,21320,14,61,7,45
0,96,21650,14,3,7,45
0,36,39810,14,13,7,45
0,61,19950,14,3,7,45
0,227,36440,14,42,7,45
0,72,39880,14,49,7,45
0,227,39820,14,42,7,45
0,205,21130,2,9,3,25
0,205,21660,2,9,3,25
0,50,19420,1,68,5,25
0,4,21260,13,33,5,66
0,69,39000,14,3,7,45
0,72,0,14,49,6,44
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,137,0,14,61,6,44
0,72,0,14,49,6,44
0,227,36310,14,42,5,34
0,227,32070,14,42,5,34
0,227,36010,14,42,7,57
0,120,37970,14,26,7,57
0,120,37970,14,26,7,57
0,72,36120,14,49,7,57
0,227,39110,14,42,7,57
0,227,39030,14,42,7,57
0,72,20870,14,49,7,57
0,227,38260,14,42,5,57
0,84,39280,14,23,5,7
0,176,19280,14,3,5,7
0,227,34920,14,42,5,7
0,69,39200,14,3,5,7
0,69,39200,14,3,5,7
0,103,20650,14,3,5,7
0,227,24040,14,42,5,7
0,84,39240,14,23,5,7
0,268,35280,14,3,5,7
0,201,21420,14,18,5,7
0,72,35700,14,49,5,7
0,266,21440,14,3,5,7
0,72,12590,14,49,5,7
0,227,21060,14,42,5,7
0,245,19500,14,13,5,7
0,69,38330,14,3,5,7
0,69,38330,14,3,5,7
0,84,37770,14,23,5,7
0,202,37130,14,23,5,7
0,49,6500,14,26,5,7
0,137,39480,14,61,5,7
0,137,20640,14,61,5,7
0,266,20930,14,3,5,7
0,106,18980,14,23,5,7
0,137,39420,14,61,5,25
0,72,38010,14,49,5,25
0,84,21240,14,23,5,25
0,227,37340,14,42,5,25
0,227,37560,14,42,5,25
0,227,39120,14,42,5,25
0,227,39890,14,42,5,25
0,137,38400,14,61,5,25
0,137,21160,14,61,5,25
0,28,38150,14,61,5,25
0,137,39060,14,61,5,25
0,28,34380,14,61,5,25
0,137,39720,14,61,4,25
0,84,21770,14,13,5,25
0,116,27590,14,13,5,25
0,117,27590,14,13,5,25
0,266,21200,14,3,5,11
0,84,37710,14,23,5,11
0,137,21600,14,61,5,11
0,227,34080,14,42,5,11
0,69,35500,14,3,5,11
0,72,35810,14,49,5,11
0,96,21380,14,3,5,11
0,28,31210,14,61,5,11
0,36,34130,14,13,5,11
0,137,21180,14,61,5,11
0,36,37030,14,13,5,11
0,141,20770,14,61,5,11
0,109,19140,14,13,5,18
0,227,34940,14,42,5,18
0,121,16730,14,3,5,18
0,124,31290,14,13,5,7
0,123,31290,14,13,5,7
0,36,30460,14,13,5,7
0,124,29450,14,13,5,7
0,123,30370,14,13,5,7
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,72,38430,14,49,7,54
0,137,38400,14,61,7,54
0,96,21180,14,3,7,54
0,227,28260,14,42,7,54
0,84,39440,14,23,7,54
0,227,31380,14,42,7,54
0,81,18780,18,60,7,42
0,250,29940,8,58,7,42
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,62,16460,14,3,5,45
0,84,39390,14,23,5,45
0,137,38580,14,61,5,45
0,44,39560,14,3,5,45
0,137,38950,14,61,5,45
0,28,29540,14,61,5,45
0,227,39090,14,42,5,45
0,227,36040,14,42,5,45
0,0,14660,14,3,5,45
0,227,20410,14,42,5,45
0,227,28560,14,42,5,45
0,227,39150,14,42,5,45
0,137,34410,14,61,5,45
0,227,36290,14,42,5,45
0,245,14920,14,13,5,32
0,266,20890,14,3,5,32
0,72,29490,14,49,5,32
0,227,37010,14,42,5,32
0,196,21620,14,3,5,32
0,36,32840,14,13,5,32
0,69,35460,14,3,5,32
0,201,32950,14,18,5,32
0,96,21370,14,3,5,32
0,84,21300,14,23,5,32
0,43,21090,14,61,5,32
0,61,35720,14,3,5,32
0,61,35720,14,3,5,32
0,202,31870,14,23,5,32
0,84,33990,14,23,5,32
0,227,21560,14,42,5,32
0,36,30980,14,13,5,32
0,215,29560,14,23,5,25
0,215,29560,14,23,5,25
0,215,29560,14,23,5,25
0,215,29560,14,23,5,25
0,32,11130,14,63,5,25
0,32,11130,14,63,5,25
0,273,39790,14,3,5,25
0,137,40060,14,61,5,25
0,28,39210,14,61,5,25
0,43,20690,14,61,5,25
0,84,38980,14,23,5,25
0,43,39620,14,61,5,25
0,229,34010,14,23,5,25
0,84,21370,14,23,5,25
0,196,40540,14,3,5,25
0,266,19050,14,3,5,25
0,227,25100,14,42,5,25
0,89,23980,14,23,5,25
0,84,37530,14,23,5,25
0,57,30450,14,61,5,25
0,123,36540,14,13,5,25
0,69,39150,14,3,5,25
0,245,20350,14,13,5,54
0,200,36390,14,13,5,54
0,28,29180,14,61,5,54
0,266,20740,14,3,5,54
0,227,35520,14,42,5,54
0,124,22340,14,23,5,54
0,36,31920,14,13,5,54
0,137,21060,14,61,5,54
0,28,34610,14,61,5,54
0,72,35750,14,49,5,54
0,69,35170,14,3,5,54
0,116,22650,14,13,5,54
0,28,28660,14,61,5,54
0,69,19870,14,3,5,54
0,137,21570,14,61,4,54
0,227,35600,14,42,4,54
0,43,21080,14,61,4,54
0,5,35990,14,61,4,54
0,227,20990,14,42,4,54
0,72,21260,14,49,5,54
0,72,21000,14,49,5,54
0,137,21490,14,61,5,54
0,123,31040,14,13,5,54
0,202,28880,14,23,7,45
0,37,23150,14,61,7,45
0,227,35320,14,42,7,45
0,28,33340,14,61,7,45
0,137,33880,14,61,7,45
0,137,38720,14,61,7,45
0,36,30890,14,13,7,45
0,69,35700,14,3,7,45
0,69,35700,14,3,7,45
0,229,14780,14,23,7,45
0,28,36110,14,61,7,45
0,227,38350,14,42,7,45
0,227,38600,14,42,7,45
0,36,34900,14,13,7,45
0,61,19850,14,3,7,45
0,227,37990,14,42,7,45
0,137,21460,14,61,7,45
0,266,21310,14,3,7,45
0,36,33830,14,13,7,45
0,36,29500,14,13,7,45
0,227,36510,14,42,7,45
0,227,35700,14,42,7,45
0,72,0,14,49,6,39
0,227,0,14,42,6,39
0,227,0,14,42,6,39
0,28,0,14,61,6,39
0,137,0,14,61,6,39
0,227,0,14,42,6,39
0,227,0,14,42,6,39
0,245,27990,14,13,5,25
0,72,35140,14,49,5,25
0,72,21500,14,49,5,25
0,229,17640,14,23,5,25
0,37,33630,14,61,5,49
0,120,20670,14,49,5,49
0,36,28930,14,13,5,49
0,72,35650,14,49,5,49
0,36,33540,14,13,5,49
0,144,22890,14,3,5,49
0,36,29480,14,13,5,49
0,69,38180,14,3,5,49
0,120,35570,14,49,5,49
0,272,8880,5,52,9,39
0,237,8880,5,52,9,39
0,227,0,14,42,11,39
0,137,0,14,61,11,39
0,72,0,14,49,11,39
0,227,0,14,42,11,39
0,227,37550,14,42,11,39
0,137,0,14,61,11,39
0,72,0,14,49,11,39
0,137,0,14,61,11,39
0,133,32220,5,20,7,35
0,99,35550,22,45,7,35
0,99,34190,22,45,7,35
0,99,34190,22,45,7,35
0,99,34250,22,45,7,35
0,99,28240,22,45,7,35
0,99,28240,22,45,7,35
0,99,28240,22,45,7,35
0,99,28240,22,45,7,35
0,213,24180,5,56,7,35
0,227,39830,14,42,11,39
0,200,16230,14,13,5,54
0,273,34490,14,42,5,54
0,227,40670,14,42,5,54
0,266,39430,14,3,5,54
0,137,39810,14,61,5,54
0,28,28110,14,61,5,54
0,36,35820,14,13,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,62,21170,14,3,5,54
0,227,35610,14,42,5,54
0,200,39960,14,13,5,54
0,5,21440,14,61,5,54
0,137,38350,14,61,5,54
0,227,19430,14,42,5,54
0,72,36230,14,49,5,54
0,227,34860,14,42,5,54
0,227,32850,14,42,5,54
0,69,37070,14,3,5,54
0,69,37070,14,3,5,54
0,227,39020,14,42,5,54
0,103,21350,14,3,5,54
0,137,0,14,61,7,44
0,227,35240,14,42,7,44
0,227,21670,14,42,7,44
0,98,11120,14,3,5,32
0,137,35300,14,61,5,9
0,200,36120,14,13,5,9
0,72,35200,14,49,5,9
0,227,33110,14,42,5,9
0,78,19190,14,3,5,9
0,28,33620,14,61,5,9
0,113,34950,14,3,5,9
0,28,36180,14,61,5,9
0,69,21120,14,3,5,9
0,227,37470,14,42,5,9
0,266,21450,14,3,5,9
0,36,37030,14,13,5,45
0,266,21700,14,3,5,45
0,269,30480,5,52,5,3
0,269,36410,5,52,5,3
0,79,19760,0,32,5,3
0,227,34480,14,42,5,57
0,5,32820,14,61,5,57
0,266,21130,14,3,5,57
0,245,20630,14,13,5,57
0,72,37480,14,49,5,57
0,200,33460,14,13,5,54
0,69,38050,14,3,5,54
0,61,33400,14,3,5,54
0,227,36770,14,42,5,54
0,227,33970,14,42,5,54
0,227,39770,14,42,5,54
0,137,34310,14,61,5,54
0,227,36230,14,42,5,54
0,96,21290,14,3,5,54
0,69,21020,14,3,5,54
0,84,21480,14,13,5,54
0,69,38720,14,3,5,54
0,227,28250,14,42,5,54
0,227,37780,14,42,5,54
0,137,38200,14,61,5,54
0,266,21750,14,3,5,54
0,69,40480,14,3,5,54
0,137,39840,14,61,5,54
0,233,28900,14,23,5,54
0,227,38890,14,42,5,54
0,227,38670,14,42,5,54
0,123,30970,14,61,5,54
0,227,39850,14,42,5,54
0,118,34780,14,23,6,50
0,227,35450,14,42,6,50
0,137,21230,14,61,6,50
0,62,18070,14,3,6,50
0,84,21190,14,23,6,50
0,137,21610,14,61,6,50
0,96,21260,14,3,6,50
0,137,20180,14,61,6,50
0,84,21600,14,13,6,50
0,28,34340,14,61,6,50
0,227,34580,14,42,6,50
0,227,36350,14,42,6,50
0,137,20940,14,61,6,50
0,72,36560,14,49,6,50
0,36,34730,14,13,6,50
0,28,30290,14,61,6,50
0,202,33010,14,23,6,50
0,227,34860,14,42,6,50
0,103,36010,14,3,6,50
0,103,36010,14,3,6,50
0,233,32180,14,23,6,50
0,227,34340,14,42,7,54
0,84,38700,14,23,7,54
0,200,40040,14,13,7,54
0,227,40160,14,42,7,54
0,61,38650,14,3,7,54
0,227,38400,14,42,5,25
0,227,36060,14,42,5,25
0,198,29820,4,69,5,21
0,221,29820,11,69,5,21
0,85,17550,9,67,5,21
0,136,33170,4,40,5,21
0,14,33170,18,40,5,21
0,221,33170,11,40,5,21
0,200,24480,14,13,3,30
0,205,21640,2,9,3,48
0,99,33710,1,39,7,20
0,99,33710,1,39,7,20
0,99,33710,1,39,7,20
0,99,27590,1,39,7,39
0,86,11020,14,3,7,31
0,86,11020,14,3,7,31
0,196,21760,14,3,7,31
0,227,32230,14,42,7,31
0,137,21680,14,61,7,31
0,6,9590,14,61,7,31
0,72,35550,14,49,7,31
0,72,36230,14,49,5,31
0,36,33510,14,13,5,31
0,227,32800,14,42,5,31
0,266,21490,14,3,5,31
0,137,39290,14,61,5,31
0,227,34680,14,42,5,31
0,221,28770,11,69,7,39
0,217,27990,10,25,5,55
0,81,18970,18,60,5,55
0,96,21260,14,3,5,18
0,227,33600,14,42,5,18
0,227,33530,14,42,5,18
0,227,21100,14,42,5,18
0,137,31490,14,61,5,18
0,96,21300,14,3,5,18
0,36,32910,14,13,5,18
0,109,21090,14,13,5,18
0,227,34670,14,42,5,18
0,121,17410,14,23,5,18
0,227,22790,14,42,5,18
0,41,32130,14,55,5,18
0,41,32130,14,55,5,18
0,137,20560,14,61,5,18
0,84,22040,14,23,5,18
0,5,32210,14,61,5,18
0,26,17870,3,14,7,39
0,229,35930,14,23,5,6
0,227,37450,14,42,5,6
