PLANTAORIGEN_Pesqueria,D_CLIENTE,PESO_NETO,ESTADO,CIUDAD,TIPOTRANSPORTE,target
1,227,21740,14,42,6,40
1,111,38600,14,23,6,40
1,268,20430,14,3,3,57
1,227,23120,14,42,6,40
1,227,23160,14,42,6,40
1,111,33770,14,23,6,40
1,111,38950,14,23,6,40
1,260,18580,14,61,8,54
1,268,20460,14,3,5,49
1,111,29250,14,23,6,40
1,168,26080,14,3,6,50
1,111,22000,14,23,6,40
1,227,21980,14,42,6,41
1,111,29440,14,23,6,40
1,227,34570,14,42,11,52
1,227,23470,14,42,6,41
1,109,39240,14,13,5,54
1,266,26240,14,3,6,40
1,268,33270,14,3,6,40
1,161,30070,14,55,6,40
1,227,23640,14,42,6,39
1,268,32550,14,3,5,9
1,227,37530,14,42,11,39
1,145,39780,14,61,11,52
1,147,25360,22,1,3,75
1,227,37820,14,42,5,41
1,157,26810,14,49,6,41
1,266,21860,14,3,6,40
1,147,23960,22,1,5,61
1,260,39680,14,61,6,40
1,260,29100,14,61,6,40
1,201,34720,14,18,6,50
1,266,23450,14,3,6,56
1,15,33200,5,20,6,52
1,227,36820,14,42,6,52
1,147,23820,22,1,3,75
1,157,36610,14,49,6,41
1,147,23900,22,1,5,61
1,28,35660,14,61,5,25
1,227,36150,14,42,6,39
1,111,37730,14,23,6,50
1,28,30900,14,61,5,41
1,111,30580,14,23,6,50
1,260,28720,14,61,6,40
1,107,33440,17,60,5,33
1,28,40410,14,61,5,54
1,144,27250,14,3,6,50
1,260,15040,14,61,5,54
1,157,38410,14,49,6,40
1,157,32260,14,49,6,19
1,268,33270,14,3,6,40
1,204,21930,14,3,3,68
1,227,38370,14,42,6,44
1,28,36850,14,61,5,36
1,107,39560,14,23,5,25
1,204,23960,14,3,5,25
1,268,20720,14,3,6,40
1,266,23780,14,3,6,50
1,28,36740,14,61,5,41
1,229,24220,23,6,5,40
1,268,20650,14,3,6,40
1,204,19540,14,3,5,41
1,28,40830,14,61,7,54
1,268,25370,14,3,6,40
1,227,21060,14,42,6,41
1,268,22350,14,3,6,40
1,268,25210,14,3,6,40
1,268,23180,14,3,6,40
1,227,19310,14,42,6,40
1,171,29450,4,51,5,33
1,204,24220,14,3,5,25
1,157,31580,14,49,6,40
1,157,33980,14,49,6,40
1,56,38650,5,41,5,69
1,56,32760,5,41,5,73
1,56,32770,5,41,7,60
1,157,19170,14,49,6,40
1,107,35480,14,23,5,45
1,204,33960,14,3,5,45
1,157,32300,14,49,6,40
1,157,31200,14,49,6,40
1,157,29950,14,49,6,50
1,157,32060,14,49,6,52
1,204,37250,14,3,5,41
1,157,27200,14,49,6,40
1,28,39840,14,61,8,44
1,157,30190,14,49,6,52
1,28,39060,14,61,7,44
1,204,38000,14,3,5,57
1,28,28600,14,61,5,41
1,157,29770,14,49,6,52
1,157,36880,14,49,6,41
1,157,26520,14,49,6,40
1,157,38000,14,49,6,40
1,107,32860,14,23,5,7
1,28,31160,14,61,5,7
1,107,39790,14,23,5,54
1,28,29430,14,61,7,45
1,268,32840,14,3,6,40
1,236,27990,18,60,5,61
1,204,38000,14,3,5,25
1,157,38180,14,49,6,40
1,140,22910,14,3,6,40
1,268,33250,14,3,6,40
1,140,23310,14,3,6,40
1,111,29540,14,23,6,40
1,28,29250,14,61,5,58
1,147,18200,22,1,3,75
1,204,36400,14,3,5,41
1,144,36030,14,3,6,40
1,157,29460,14,49,6,40
1,172,35390,5,52,5,4
1,157,36820,14,49,6,41
1,144,38060,14,3,5,25
1,204,37740,14,3,5,25
1,268,36550,14,3,5,25
1,144,36150,14,3,5,25
1,144,36050,14,3,6,40
1,204,37830,14,3,5,25
1,28,33990,14,61,5,25
1,268,36630,14,3,5,25
1,227,22560,14,42,6,40
1,227,26240,14,42,6,19
1,28,35340,14,61,7,25
1,227,22550,14,42,6,19
1,266,24510,14,3,6,48
1,107,21420,14,23,6,40
1,28,35020,14,61,5,54
1,144,36330,14,3,6,50
1,28,23380,14,61,5,57
1,137,33580,14,61,6,44
1,157,26490,14,49,6,50
1,157,37740,14,49,6,40
1,157,37680,14,49,6,40
1,133,32150,5,7,6,52
1,133,32090,5,7,6,52
1,268,39010,14,3,5,7
1,157,26540,14,49,6,40
1,268,32530,14,3,5,12
1,56,38750,5,41,7,69
1,56,38690,5,41,5,63
1,56,38770,5,41,5,63
1,107,20170,14,23,5,54
1,56,26630,5,41,5,64
1,56,33850,5,41,5,62
1,144,35980,14,3,6,40
1,140,28780,14,3,6,48
1,268,39080,14,3,7,54
1,133,30650,5,7,6,52
1,157,26750,14,49,6,48
1,144,37060,14,3,6,40
1,227,37070,14,42,6,19
1,28,38990,14,61,11,52
1,133,24260,5,7,6,52
1,227,38020,14,42,6,40
1,28,33670,14,61,7,45
1,109,33840,14,13,6,40
1,30,26420,14,3,5,36
1,137,37760,14,61,6,40
1,137,37730,14,61,6,40
1,227,22560,14,42,6,40
1,28,30890,14,61,11,39
1,78,24640,14,3,6,48
1,204,39850,14,3,5,32
1,204,33230,14,3,5,25
1,168,22040,14,3,6,40
1,260,12690,14,61,7,25
1,144,33520,14,3,6,40
1,28,37420,14,61,5,25
1,157,38160,14,49,5,52
1,144,38320,14,3,6,40
1,236,30930,18,60,5,61
1,268,39550,14,3,5,54
1,18,26550,5,7,6,52
1,268,20600,14,3,6,40
1,144,30070,14,3,6,40
1,144,38420,14,3,6,40
1,137,24560,14,61,5,9
1,268,23170,14,3,6,50
1,157,25900,14,49,6,50
1,122,35430,3,8,5,50
1,84,22460,14,23,6,48
1,144,38140,14,3,6,40
1,268,20750,14,3,6,40
1,137,26080,14,61,4,57
1,268,20590,14,3,6,40
1,236,34230,18,60,5,33
1,137,34420,14,61,5,54
1,227,37700,14,42,6,50
1,137,32660,14,61,6,40
1,227,35390,14,42,7,54
1,137,23050,14,61,5,12
1,144,36180,14,3,6,50
1,93,32510,14,13,6,50
1,107,37000,14,23,6,40
1,268,20300,14,3,5,25
1,144,39000,14,3,6,40
1,140,23310,14,3,6,40
1,227,22560,14,42,6,50
1,140,26520,14,3,6,40
1,78,40770,14,3,8,54
1,28,25360,14,61,5,12
1,260,14650,14,61,5,54
1,111,21610,14,23,6,50
1,111,22130,14,23,6,40
1,204,25880,14,3,5,25
1,204,28740,14,3,5,25
1,107,37040,14,23,6,40
1,227,33630,14,42,6,41
1,145,21200,14,61,6,41
1,266,26360,14,3,6,40
1,260,39520,14,61,5,54
1,120,21790,14,49,5,25
1,132,23460,14,61,6,50
1,266,33310,14,3,6,50
1,168,22550,14,3,6,40
1,144,29560,14,3,7,45
1,107,39810,14,23,5,45
1,157,38350,14,49,6,40
1,157,24540,14,49,5,54
1,227,37230,14,42,6,44
1,204,35540,14,3,5,25
1,236,36760,18,60,5,33
1,144,27700,14,3,6,40
1,144,29920,14,3,6,40
1,152,38970,14,3,5,54
1,229,26670,14,23,6,50
1,133,32910,5,7,6,52
1,229,26830,14,23,6,40
1,145,41070,14,61,7,44
1,229,26940,14,23,6,40
1,227,35870,14,42,6,39
1,227,21240,14,42,7,44
1,36,19870,14,13,5,12
1,266,22430,14,3,6,40
1,268,35990,14,3,6,40
1,268,22260,14,3,5,57
1,268,21220,14,3,4,57
1,268,32670,14,3,6,40
1,107,19230,14,23,6,40
1,107,30180,14,23,6,50
1,28,27060,14,61,5,54
1,133,32210,5,7,6,52
1,268,38790,14,3,5,54
1,133,23550,5,7,6,52
1,268,23020,14,3,5,57
1,140,24070,14,3,6,40
1,133,23610,5,7,6,52
1,163,23490,14,3,6,40
1,111,19610,14,23,6,50
1,133,23550,5,7,5,69
1,133,38280,5,7,7,63
1,133,23760,5,7,5,60
1,236,29580,18,60,5,61
1,56,21080,5,41,5,60
1,227,37740,14,42,6,40
1,157,30310,14,49,3,68
1,266,24010,14,3,6,40
1,145,33400,14,61,6,40
1,157,36440,14,49,6,40
1,157,26190,14,49,6,40
1,157,33440,14,49,6,50
1,157,36510,14,49,6,50
1,157,31080,14,49,6,40
1,268,23140,14,3,5,57
1,236,28890,18,60,5,50
1,266,27730,14,3,6,50
1,15,36120,5,20,6,52
1,227,38010,14,42,5,36
1,161,19560,14,55,6,40
1,30,37150,14,3,5,25
1,268,22200,14,3,5,45
1,268,20710,14,3,5,9
1,266,20290,14,3,6,40
1,157,33940,14,49,6,40
1,78,28570,14,3,6,56
1,268,32460,14,3,7,12
1,157,35020,14,49,6,40
1,157,36410,14,49,6,40
1,157,37790,14,49,6,40
1,157,36400,14,49,11,39
1,157,37480,14,49,6,40
1,18,26500,5,7,6,39
1,140,30330,14,3,6,50
1,227,38690,14,42,6,40
1,266,40100,14,3,6,40
1,157,37160,14,49,6,40
1,56,32910,5,41,5,63
1,133,37990,5,7,6,39
1,157,33240,14,49,6,50
1,56,35440,5,41,5,62
1,157,37260,14,49,5,41
1,268,37360,14,3,5,12
1,28,25460,14,61,5,49
1,268,37510,14,3,5,25
1,84,39490,14,23,5,32
1,254,22590,14,23,6,40
1,268,32450,14,3,5,54
1,200,38800,14,13,5,54
1,268,40210,14,3,5,54
1,28,34950,14,61,5,25
1,145,22040,14,61,6,39
1,28,29960,14,61,5,7
1,157,22770,14,49,3,68
1,266,20390,14,3,6,40
1,227,36670,14,42,6,40
1,145,34570,14,61,6,40
1,227,31930,14,42,6,56
1,151,18520,14,3,5,45
1,227,36900,14,42,6,41
1,227,37500,14,42,5,41
1,227,38840,14,42,6,40
1,155,32630,5,7,5,4
1,227,24230,14,42,6,50
1,227,32060,14,42,6,40
1,111,22030,14,23,6,40
1,227,36020,14,42,6,44
1,109,23220,14,13,6,40
1,227,22780,14,42,5,41
1,266,22450,14,3,6,50
1,122,26180,3,8,5,50
1,227,22460,14,42,6,41
1,163,24670,14,3,6,40
1,227,35500,14,42,6,41
1,227,22300,14,42,6,40
1,160,31680,0,0,9,50
1,267,24980,14,63,4,57
1,78,23620,14,3,6,40
1,6,31580,14,61,5,9
1,260,14360,14,61,5,54
1,30,26720,14,3,5,57
1,266,22630,14,3,5,54
1,111,39130,14,23,5,12
1,266,22530,14,3,5,9
1,84,19180,14,23,6,40
1,153,31060,14,61,11,39
1,28,23560,14,61,5,12
1,163,24580,14,3,6,50
1,260,12940,14,61,5,54
1,120,16700,14,49,7,45
1,18,23410,5,7,5,67
1,227,19050,14,42,5,41
1,140,22750,14,3,6,40
1,28,29300,14,61,3,57
1,227,36470,14,42,6,50
1,227,36200,14,42,6,40
1,227,36510,14,42,6,50
1,18,37400,5,7,7,70
1,196,31960,17,51,5,50
1,28,30510,14,61,5,41
1,227,35550,14,42,6,50
1,227,34580,14,42,6,40
1,227,35920,14,42,6,40
1,18,26990,5,7,6,52
1,133,32140,5,7,6,52
1,163,23590,14,3,6,50
1,84,21990,14,23,6,40
1,28,40810,14,61,5,54
1,151,26110,14,3,5,12
1,78,20320,14,3,6,40
1,227,35200,14,42,6,40
1,227,22970,14,42,6,40
1,151,33300,14,3,5,25
1,227,22620,14,42,6,40
1,227,31790,14,42,6,40
1,137,35800,14,61,6,40
1,151,34870,14,3,5,25
1,137,36570,14,61,6,40
1,109,31530,14,13,6,50
1,56,35770,5,41,5,61
1,227,35200,14,42,6,44
1,56,29680,5,41,5,61
1,137,38020,14,61,6,44
1,28,40900,14,61,5,54
1,137,21380,14,61,6,19
1,151,35480,14,3,5,25
1,137,38660,14,61,6,40
1,151,22260,14,3,5,57
1,151,31590,14,3,4,57
1,137,30240,14,61,6,40
1,268,32030,14,3,6,40
1,137,38880,14,61,6,40
1,151,24870,14,3,3,30
1,28,32250,14,61,11,39
1,151,20590,14,3,4,57
1,145,21990,14,61,6,40
1,204,37680,14,3,5,41
1,204,30390,14,3,5,41
1,145,22000,14,61,6,40
1,30,31570,14,3,5,36
1,145,21950,14,61,6,40
1,204,38000,14,3,5,25
1,202,35350,14,23,5,45
1,202,35660,14,23,7,45
1,227,38740,14,42,5,25
1,227,38740,14,42,5,25
1,227,23120,14,42,6,40
1,84,19420,14,23,6,50
1,145,21960,14,61,6,40
1,227,35200,14,42,6,19
1,227,36990,14,42,6,19
1,227,23890,14,42,5,57
1,227,22010,14,42,5,54
1,163,24200,14,3,6,40
1,18,20050,5,7,6,52
1,18,26710,5,7,6,39
1,227,23280,14,42,5,41
1,236,29350,18,60,5,50
1,204,38050,14,3,5,25
1,204,37460,14,3,5,41
1,204,27950,14,3,5,41
1,266,24340,14,3,6,50
1,266,23570,14,3,6,50
1,266,24810,14,3,6,50
1,204,38010,14,3,5,54
1,227,28320,14,42,6,39
1,227,28340,14,42,6,39
1,204,37770,14,3,5,57
1,28,20840,14,61,3,57
1,227,28250,14,42,6,39
1,266,24560,14,3,6,50
1,266,22570,14,3,6,40
1,28,30970,14,61,7,45
1,111,22910,14,23,6,48
1,202,36620,14,23,5,25
1,266,22340,14,3,6,19
1,227,28270,14,42,6,39
1,236,29450,18,60,9,37
1,28,30850,14,61,5,54
1,158,23720,14,61,6,39
1,227,29100,14,42,5,45
1,201,24660,14,18,6,19
1,201,23660,14,18,6,40
1,201,24010,14,18,6,56
1,260,14220,14,61,5,54
1,227,27970,14,42,5,9
1,266,23810,14,3,5,45
1,109,23490,14,13,5,25
1,266,24910,14,3,5,25
1,266,23890,14,3,5,25
1,145,22070,14,61,6,41
1,227,38020,14,42,11,39
1,266,23140,14,3,5,25
1,201,22870,14,18,6,40
1,227,34280,14,42,6,40
1,145,33760,14,61,6,40
1,204,26460,14,3,5,25
1,15,26480,5,20,6,52
1,18,26610,5,7,6,52
1,28,39420,14,61,5,45
1,236,34170,18,60,5,37
1,227,34870,14,42,6,48
1,78,24640,14,3,5,41
1,163,24630,14,3,5,25
1,145,33710,14,61,6,40
1,56,36990,5,41,5,65
1,145,33710,14,61,6,40
1,145,33820,14,61,6,40
1,56,36890,5,41,5,13
1,56,32860,5,41,5,63
1,56,30130,5,41,5,64
1,56,36630,5,41,5,67
1,162,26060,14,3,5,36
1,120,32730,14,49,7,25
1,28,35480,14,61,7,12
1,150,27080,14,49,6,40
1,266,25070,14,3,6,40
1,150,26730,14,49,6,50
1,78,24580,14,3,6,40
1,56,32570,5,41,5,59
1,56,30390,5,41,5,69
1,145,33800,14,61,6,39
1,15,19870,5,20,5,60
1,56,35790,5,41,5,63
1,227,32680,14,42,7,44
1,266,26980,14,3,6,50
1,266,24950,14,3,6,48
1,109,24990,14,13,6,50
1,266,23270,14,3,6,50
1,145,26430,14,61,6,44
1,84,36180,14,23,6,50
1,56,29510,5,41,5,61
1,145,33740,14,61,6,44
1,28,40460,14,61,5,45
1,266,22520,14,3,5,54
1,266,23930,14,3,7,25
1,144,40000,14,3,8,54
1,120,36270,14,49,5,54
1,120,36860,14,49,5,9
1,162,27710,14,3,7,45
1,196,34270,14,3,6,40
1,196,34600,14,3,6,40
1,146,32690,1,39,5,48
1,150,27140,14,49,6,40
1,150,26580,14,49,6,50
1,145,19950,14,61,5,41
1,78,24640,14,3,6,50
1,137,35490,14,61,6,44
1,268,36700,14,3,6,40
1,78,24560,14,3,6,48
1,143,19770,14,61,6,50
1,107,35720,17,51,5,66
1,260,14800,14,61,5,54
1,107,32740,8,35,5,66
1,227,22760,14,42,6,39
1,266,22540,14,3,5,57
1,266,22550,14,3,6,50
1,151,19800,14,3,5,25
1,266,22610,14,3,6,40
1,201,38690,14,18,5,54
1,268,34860,14,3,5,25
1,28,28300,14,61,5,41
1,227,22820,14,42,6,39
1,266,22560,14,3,6,40
1,109,21560,14,13,5,36
1,227,20640,14,42,6,41
1,109,24900,14,13,5,9
1,84,35760,14,23,5,54
1,84,32230,14,23,5,45
1,266,22550,14,3,6,40
1,150,27140,14,49,6,40
1,109,24590,14,13,6,40
1,109,24610,14,13,6,40
1,78,20600,14,3,6,40
1,173,32940,18,60,5,50
1,268,23040,14,3,6,50
1,109,26830,14,13,6,40
1,145,33630,14,61,5,25
1,266,22470,14,3,6,40
1,266,22650,14,3,6,40
1,109,19340,14,13,6,40
1,268,22990,14,3,5,57
1,109,24480,14,13,7,45
1,109,24630,14,13,5,25
1,227,22680,14,42,5,41
1,266,22780,14,3,5,25
1,266,27050,14,3,6,50
1,268,23080,14,3,6,40
1,227,23730,14,42,6,44
1,143,39380,14,61,6,40
1,268,22920,14,3,5,9
1,227,23000,14,42,6,52
1,201,35340,14,18,5,12
1,142,35130,7,29,5,33
1,84,35940,14,23,6,40
1,227,39700,14,42,8,44
1,268,22450,14,3,6,40
1,163,24580,14,3,7,25
1,196,40340,14,3,7,25
1,260,7320,14,61,8,54
1,137,40800,14,61,11,39
1,201,35230,14,18,11,43
1,260,29950,14,61,6,40
1,201,34660,14,18,11,39
1,260,29960,14,61,6,40
1,260,29710,14,61,6,40
1,168,29990,14,3,6,50
1,266,23520,14,3,5,9
1,168,30640,14,3,6,50
1,109,24940,14,13,5,32
1,133,24380,5,7,5,65
1,236,34310,18,60,9,50
1,268,20750,14,3,5,12
1,137,37420,14,61,6,44
1,268,22960,14,3,5,7
1,268,25440,14,3,5,7
1,260,29790,14,61,6,40
1,107,30050,14,23,5,25
1,201,30200,14,18,6,39
1,268,34750,14,3,5,9
1,109,22400,14,13,6,40
1,120,31910,3,8,5,66
1,201,35310,14,18,6,39
1,227,22840,14,42,6,39
1,260,27770,14,61,6,40
1,84,34790,14,23,6,50
1,260,29760,14,61,6,40
1,109,21790,14,13,6,40
1,174,31010,17,51,5,50
1,150,27350,14,49,6,56
1,201,34020,14,18,5,12
1,109,21810,14,13,5,54
1,227,33600,14,42,6,56
1,227,32970,14,42,5,12
1,109,20140,14,13,6,50
1,207,22720,14,13,6,50
1,28,34330,14,61,8,54
1,207,22710,14,13,6,40
1,207,22830,14,13,6,50
1,227,35320,14,42,8,43
1,196,19320,14,3,5,54
1,145,23650,14,61,6,44
1,270,28440,8,58,5,50
1,207,22360,14,13,6,50
1,207,20400,14,13,6,50
1,268,32550,14,3,5,54
1,227,38680,14,42,6,44
1,207,22300,14,13,6,50
1,207,20350,14,13,6,50
1,227,21570,14,42,6,52
1,207,22710,14,13,6,40
1,69,26050,14,3,6,50
1,69,24190,14,3,6,40
1,168,28030,14,3,6,40
1,227,23820,14,42,6,50
1,146,33410,1,39,5,66
1,236,37150,18,60,5,50
1,28,19210,14,61,5,9
1,146,30560,1,39,5,66
1,151,30630,14,3,5,7
1,151,29660,14,3,5,7
1,150,27250,14,49,6,40
1,268,33290,14,3,6,40
1,28,21230,14,61,11,39
1,204,28500,14,3,5,57
1,204,28130,14,3,5,57
1,28,18780,14,61,5,57
1,28,21170,14,61,4,57
1,145,22200,14,61,6,40
1,268,38950,14,3,5,54
1,84,36590,14,23,7,54
1,227,23540,14,42,6,40
1,227,33520,14,42,5,41
1,268,33600,14,3,5,49
1,137,19760,14,61,6,40
1,268,32930,14,3,5,12
1,137,38710,14,61,6,40
1,227,23960,14,42,6,40
1,91,30520,22,1,5,61
1,227,35680,14,42,5,41
1,147,22500,22,1,3,75
1,268,33490,14,3,6,40
1,270,28270,8,58,9,50
1,163,24680,14,3,6,40
1,111,30180,14,23,6,50
1,163,24590,14,3,6,50
1,145,37800,14,61,5,25
1,268,33430,14,3,6,40
1,268,33350,14,3,6,50
1,227,36460,14,42,6,52
1,144,19460,14,3,7,12
1,227,32980,14,42,6,52
1,227,34470,14,42,6,41
1,84,36250,14,23,6,50
1,227,38690,14,42,6,44
1,28,34800,14,61,7,25
1,163,24230,14,3,6,40
1,163,22350,14,3,6,40
1,204,33750,14,3,5,25
1,84,39090,14,23,7,45
1,163,24430,14,3,6,50
1,151,38540,14,3,5,45
1,163,24380,14,3,6,40
1,227,22620,14,42,5,41
1,268,36390,14,3,6,40
1,207,20630,14,13,6,40
1,151,38290,14,3,5,45
1,107,30120,14,23,5,54
1,145,22230,14,61,6,44
1,227,36070,14,42,5,41
1,227,35260,14,42,5,41
1,204,35290,14,3,5,41
1,157,30150,14,49,6,40
1,204,33870,14,3,5,41
1,28,34360,14,61,5,25
1,157,30220,14,49,6,56
1,204,28280,14,3,5,9
1,147,25170,22,1,5,61
1,28,26800,14,61,5,9
1,204,28700,14,3,5,36
1,157,30620,14,49,6,40
1,260,17140,14,61,5,25
1,227,22690,14,42,6,40
1,227,34740,14,42,5,45
1,227,24300,14,42,6,40
1,227,31810,14,42,6,40
1,227,24230,14,42,6,40
1,227,22080,14,42,6,39
1,227,35240,14,42,6,39
1,227,37620,14,42,6,40
1,157,31260,14,49,6,40
1,204,28230,14,3,5,36
1,152,27730,14,3,5,41
1,157,25840,14,49,6,40
1,227,39180,14,42,6,40
1,151,25490,14,3,5,23
1,204,30090,14,3,5,41
1,157,31110,14,49,6,50
1,18,23490,5,7,6,52
1,157,30530,14,49,6,40
1,227,32430,14,42,6,40
1,227,37530,14,42,6,40
1,227,23020,14,42,6,40
1,145,21750,14,61,6,40
1,145,22230,14,61,6,40
1,145,20310,14,61,6,50
1,227,34020,14,42,6,40
1,204,29030,14,3,7,45
1,28,21240,14,61,5,45
1,28,33490,14,61,5,9
1,99,29010,1,39,9,20
1,227,32560,14,42,5,29
1,99,26960,1,39,9,20
1,227,38590,14,42,6,44
1,157,31550,14,49,6,40
1,91,29070,22,1,5,61
1,157,22470,14,49,5,57
1,227,31560,14,42,5,44
1,227,38560,14,42,11,39
1,157,31460,14,49,6,40
1,157,31300,14,49,6,50
1,174,30650,17,51,5,33
1,204,33980,14,3,5,41
1,204,34340,14,3,5,9
1,157,31020,14,49,6,40
1,157,31260,14,49,6,40
1,227,35690,14,42,6,44
1,145,21740,14,61,6,52
1,28,38400,14,61,5,36
1,147,22700,22,1,5,61
1,260,12690,14,61,7,45
1,227,32490,14,42,7,44
1,145,23780,14,61,6,40
1,227,32750,14,42,5,25
1,227,32520,14,42,5,25
1,260,15260,14,61,5,25
1,28,40410,14,61,11,39
1,157,31290,14,49,6,40
1,157,31310,14,49,6,40
1,157,30970,14,49,6,48
1,28,33630,14,61,11,39
1,157,31680,14,49,6,40
1,204,29550,14,3,7,54
1,157,31050,14,49,6,40
1,151,30530,14,3,5,12
1,204,27470,14,3,5,45
1,227,22810,14,42,5,54
1,30,35190,14,3,5,25
1,137,21420,14,61,6,52
1,30,33510,14,3,5,25
1,204,33090,14,3,11,43
1,30,36540,14,3,5,25
1,227,32770,14,42,5,9
1,145,32590,14,61,5,25
1,99,28520,1,39,5,15
1,99,28950,1,39,5,48
1,137,38200,14,61,5,25
1,147,21990,22,1,5,61
1,69,30850,14,3,6,48
1,227,37990,14,42,5,34
1,56,37000,5,41,5,69
1,56,36500,5,41,5,70
1,56,27780,5,41,5,63
1,56,34580,5,41,9,64
1,56,36620,5,41,5,64
1,56,36160,5,41,5,62
1,56,26920,5,41,7,63
1,56,29770,5,41,5,64
1,56,28070,5,41,5,69
1,157,31120,14,49,6,41
1,99,28840,1,39,5,66
1,227,40550,14,42,8,44
1,56,34080,5,41,5,63
1,145,23430,14,61,6,39
1,157,30970,14,49,6,50
1,157,23790,14,49,11,39
1,99,34330,1,39,5,48
1,157,26930,14,49,6,40
1,157,31020,14,49,6,48
1,157,22130,14,49,6,52
1,157,36330,14,49,6,40
1,145,37900,14,61,6,44
1,69,30590,14,3,6,50
1,266,23100,14,3,6,40
1,268,36220,14,3,5,25
1,157,30900,14,49,6,40
1,157,30790,14,49,6,50
1,157,30870,14,49,6,50
1,266,24130,14,3,7,54
1,266,22860,14,3,6,40
1,157,29690,14,49,6,39
1,268,33280,14,3,6,40
1,157,33060,14,49,5,57
1,157,35930,14,49,6,40
1,153,25660,14,61,6,39
1,78,24300,14,3,6,40
1,204,26580,14,3,5,41
1,227,28080,14,42,5,41
1,157,26200,14,49,6,40
1,201,24700,14,18,6,40
1,99,28780,1,39,5,48
1,140,27930,14,3,6,50
1,207,22390,14,13,6,50
1,78,20620,14,3,6,40
1,266,23820,14,3,6,40
1,266,24950,14,3,6,40
1,207,20090,14,13,6,40
1,111,37700,14,23,6,40
1,145,21660,14,61,6,40
1,201,24090,14,18,6,41
1,145,32520,14,61,6,44
1,146,31950,1,39,5,48
1,260,8780,14,61,5,25
1,157,33170,14,49,6,40
1,157,33660,14,49,6,48
1,227,20640,14,42,6,40
1,227,22730,14,42,6,50
1,157,30860,14,49,6,41
1,120,38580,14,49,5,57
1,227,21170,14,42,6,40
1,157,31110,14,49,6,40
1,268,39410,14,3,5,54
1,260,20320,14,61,8,54
1,151,32060,14,3,5,54
1,151,39850,14,3,5,54
1,227,24140,14,42,7,44
1,28,19320,14,61,3,30
1,260,13780,14,61,5,54
1,227,23560,14,42,6,44
1,157,31120,14,49,6,40
1,268,39310,14,3,5,12
1,268,37710,14,3,5,12
1,111,23140,14,23,6,50
1,268,36130,14,3,5,30
1,140,26130,14,3,6,40
1,140,24570,14,3,5,9
1,144,19290,14,3,6,40
1,268,37450,14,3,8,54
1,157,36180,14,49,6,48
1,201,31540,14,18,11,39
1,268,23050,14,3,5,54
1,6,30440,14,61,4,57
1,150,27140,14,49,6,40
1,260,16580,14,61,5,54
1,157,32260,14,49,6,39
1,157,32330,14,49,6,52
1,260,20290,14,61,5,54
1,140,23770,14,3,3,68
1,204,35980,14,3,5,41
1,201,33100,14,18,5,30
1,157,32250,14,49,6,40
1,157,33130,14,49,5,54
1,157,32280,14,49,6,50
1,152,32990,14,3,5,57
1,157,33280,14,49,6,40
1,201,38670,14,18,7,12
1,268,36060,14,3,6,40
1,201,36200,14,18,5,54
1,201,29000,14,18,11,39
1,157,33220,14,49,6,50
1,260,12990,14,61,7,54
1,157,33540,14,49,6,40
1,268,38550,14,3,6,40
1,268,33460,14,3,6,50
1,227,20960,14,42,6,40
1,227,20840,14,42,6,40
1,99,25800,1,39,3,48
1,30,21830,14,3,5,12
1,157,31130,14,49,6,50
1,268,36100,14,3,6,50
1,84,35860,14,23,6,40
1,69,22650,14,3,6,50
1,157,27670,14,49,6,52
1,151,34200,14,3,5,9
1,157,27540,14,49,6,52
1,77,28610,14,3,6,40
1,268,33150,14,3,5,9
1,201,37790,14,18,6,40
1,157,20550,14,49,6,52
1,120,31370,14,49,5,54
1,28,28600,14,61,5,36
1,268,38850,14,3,5,7
1,168,28350,14,3,6,50
1,157,31290,14,49,6,40
1,144,35920,14,3,6,40
1,111,23110,14,23,6,50
1,227,21320,14,42,6,40
1,227,21360,14,42,6,44
1,157,28920,14,49,6,40
1,151,38970,14,3,7,45
1,227,25410,14,42,6,56
1,111,39110,14,23,6,40
1,140,39460,14,3,5,32
1,28,19580,14,61,5,57
1,107,33690,17,60,5,33
1,201,33150,14,18,6,40
1,227,34290,14,42,6,40
1,227,22560,14,42,6,50
1,227,37700,14,42,6,40
1,157,20270,14,49,6,40
1,145,23560,14,61,6,44
1,268,22590,14,3,3,57
1,69,22750,14,3,6,40
1,137,38040,14,61,5,54
1,40,10870,14,23,5,9
1,227,30630,14,42,6,39
1,227,39050,14,42,6,40
1,157,40130,14,49,5,54
1,227,22630,14,42,6,50
1,36,23250,14,13,6,56
1,201,24670,14,18,6,40
1,157,20530,14,49,6,39
1,157,21240,14,49,6,50
1,157,24170,14,49,6,40
1,157,20680,14,49,6,40
1,201,24620,14,18,6,40
1,268,39090,14,3,5,49
1,157,20600,14,49,6,39
1,268,39190,14,3,5,9
1,157,22220,14,49,6,50
1,227,38630,14,42,6,44
1,227,21370,14,42,5,9
1,260,36070,14,61,5,25
1,157,24130,14,49,6,39
1,157,20760,14,49,6,39
1,227,22540,14,42,6,44
1,99,29530,1,39,5,66
1,157,39260,14,49,6,40
1,227,39550,14,42,6,44
1,227,23670,14,42,6,40
1,157,38980,14,49,6,40
1,227,23520,14,42,6,39
1,227,31890,14,42,6,40
1,268,36010,14,3,5,9
1,157,28950,14,49,6,40
1,227,23640,14,42,6,52
1,145,36570,14,61,6,52
1,157,29420,14,49,6,50
1,227,31410,14,42,6,40
